内容,主题概率,主题类型
师傅 墙面,"[(0, 0.05596886), (1, 0.39730784), (2, 0.055641253), (3, 0.05560624), (4, 0.05565404), (5, 0.37982178)]",1
安装工 京东 空调,"[(0, 0.041747004), (1, 0.04213395), (2, 0.04186614), (3, 0.041840546), (4, 0.2601127), (5, 0.57229966)]",5
下单 旧机,"[(0, 0.055593967), (1, 0.055625103), (2, 0.05571127), (3, 0.7206834), (4, 0.05645599), (5, 0.05593024)]",3
时间,"[(0, 0.0833346), (1, 0.08393694), (2, 0.08446922), (3, 0.08405148), (4, 0.0836279), (5, 0.5805799)]",5
上门,"[(0, 0.08335915), (1, 0.08342956), (2, 0.08356373), (3, 0.0833451), (4, 0.083728604), (5, 0.5825739)]",5
收费 标准 收费 标准 标准 恶心,"[(0, 0.024151882), (1, 0.023830945), (2, 0.023835937), (3, 0.023833528), (4, 0.024079762), (5, 0.880268)]",5
空调,"[(0, 0.083368756), (1, 0.08348927), (2, 0.08334415), (3, 0.083338656), (4, 0.08334519), (5, 0.583114)]",5
物流 上门,"[(0, 0.05563058), (1, 0.055640217), (2, 0.36609638), (3, 0.055728458), (4, 0.05637452), (5, 0.41052988)]",5
人员,"[(0, 0.083725356), (1, 0.08338048), (2, 0.083349615), (3, 0.084361054), (4, 0.083408676), (5, 0.58177483)]",5
师傅,"[(0, 0.08335044), (1, 0.08336788), (2, 0.083400115), (3, 0.083346754), (4, 0.083421916), (5, 0.58311284)]",5
客服 电话 人员,"[(0, 0.04171929), (1, 0.041699123), (2, 0.041682456), (3, 0.041990563), (4, 0.04183712), (5, 0.7910715)]",5
漏水,"[(0, 0.08372255), (1, 0.083367445), (2, 0.08371758), (3, 0.083558224), (4, 0.08336779), (5, 0.5822664)]",5
漏水,"[(0, 0.08373999), (1, 0.08336755), (2, 0.083731435), (3, 0.083559856), (4, 0.08336789), (5, 0.58223325)]",5
空调 管子 费用 需谨慎,"[(0, 0.033374682), (1, 0.033398222), (2, 0.03336753), (3, 0.033367462), (4, 0.25977913), (5, 0.606713)]",5
售后 无人 上门 空调 效果,"[(0, 0.027870614), (1, 0.4010161), (2, 0.028658042), (3, 0.02789827), (4, 0.027910726), (5, 0.4866463)]",5
空调,"[(0, 0.083368815), (1, 0.08348846), (2, 0.08334415), (3, 0.083338656), (4, 0.08334518), (5, 0.5831148)]",5
货被 大件 东西,"[(0, 0.042403586), (1, 0.042417593), (2, 0.78752446), (3, 0.042543907), (4, 0.042425536), (5, 0.04268492)]",2
安装费 补贴 鸡肋,"[(0, 0.041715465), (1, 0.04175208), (2, 0.041704275), (3, 0.041703336), (4, 0.04181478), (5, 0.7913101)]",5
商品 技术,"[(0, 0.05561587), (1, 0.055559576), (2, 0.055774283), (3, 0.055751733), (4, 0.4071411), (5, 0.37015742)]",4
外包装 发霉,"[(0, 0.06380462), (1, 0.25951308), (2, 0.06320351), (3, 0.48676234), (4, 0.06326875), (5, 0.06344771)]",3
下单,"[(0, 0.0833881), (1, 0.08343549), (2, 0.08358136), (3, 0.08394588), (4, 0.58171993), (5, 0.08392925)]",4
美的 套路 收费,"[(0, 0.041796014), (1, 0.04208869), (2, 0.041860525), (3, 0.04170459), (4, 0.041747246), (5, 0.79080296)]",5
高空作业,"[(0, 0.083587766), (1, 0.08356139), (2, 0.08334548), (3, 0.08334547), (4, 0.0833591), (5, 0.58280075)]",5
空调 热风 凉风,"[(0, 0.041711383), (1, 0.041823223), (2, 0.041705962), (3, 0.0417052), (4, 0.04170622), (5, 0.79134804)]",5
降价,"[(0, 0.083384246), (1, 0.08352269), (2, 0.08340271), (3, 0.08355782), (4, 0.08335216), (5, 0.58278036)]",5
人理 客服 电话,"[(0, 0.041709892), (1, 0.041749254), (2, 0.041798767), (3, 0.04204894), (4, 0.5357175), (5, 0.29697567)]",4
装部 空调 安装费,"[(0, 0.04218583), (1, 0.042202853), (2, 0.042184517), (3, 0.042183157), (4, 0.04219915), (5, 0.7890445)]",5
补贴 发票 安装工 开发票 客服,"[(0, 0.027966656), (1, 0.027992282), (2, 0.027871383), (3, 0.027945636), (4, 0.028085558), (5, 0.8601385)]",5
收费 售后 体验 极差,"[(0, 0.03350318), (1, 0.033374835), (2, 0.033482257), (3, 0.033547096), (4, 0.033604037), (5, 0.8324886)]",5
费用 高空 管子,"[(0, 0.041671697), (1, 0.04169334), (2, 0.04167144), (3, 0.041673034), (4, 0.041796252), (5, 0.7914942)]",5
收费 干嘛,"[(0, 0.05576702), (1, 0.05565953), (2, 0.05569181), (3, 0.05577388), (4, 0.7203082), (5, 0.056799594)]",4
降价 美的 业务 文乐响,"[(0, 0.03365019), (1, 0.03369272), (2, 0.03365135), (3, 0.033671018), (4, 0.033648476), (5, 0.8316862)]",5
脑子 客服 美的,"[(0, 0.041740455), (1, 0.041814324), (2, 0.04174922), (3, 0.041937977), (4, 0.041842587), (5, 0.7909154)]",5
服务态度,"[(0, 0.08342968), (1, 0.08344488), (2, 0.5815379), (3, 0.08367683), (4, 0.083513744), (5, 0.08439697)]",2
效果 巨差 热风,"[(0, 0.042915564), (1, 0.7849101), (2, 0.04288032), (3, 0.042882133), (4, 0.04288401), (5, 0.043527875)]",1
高空作业,"[(0, 0.083588555), (1, 0.08356201), (2, 0.08334548), (3, 0.08334547), (4, 0.08335911), (5, 0.5827994)]",5
师傅,"[(0, 0.08335045), (1, 0.083367914), (2, 0.08339995), (3, 0.083346754), (4, 0.08342184), (5, 0.5831131)]",5
新装 空调 漏水,"[(0, 0.04174829), (1, 0.041746862), (2, 0.041853387), (3, 0.04172311), (4, 0.041723195), (5, 0.79120517)]",5
排风 漏水,"[(0, 0.4529187), (1, 0.05899318), (2, 0.059275176), (3, 0.05915244), (4, 0.05902491), (5, 0.31063557)]",0
商品 断电 记忆 功能 师傅 功能 客服,"[(0, 0.021194203), (1, 0.02119209), (2, 0.0211245), (3, 0.021176673), (4, 0.89350617), (5, 0.021806352)]",4
物流 调度 态度 时间 购物 体验,"[(0, 0.025822332), (1, 0.025823634), (2, 0.86991256), (3, 0.026452929), (4, 0.026012259), (5, 0.025976297)]",2
美的 空调 师傅 水平 有限,"[(0, 0.027790034), (1, 0.027816411), (2, 0.02779017), (3, 0.027792238), (4, 0.027791332), (5, 0.8610198)]",5
商品 客服 师傅,"[(0, 0.04170768), (1, 0.04170387), (2, 0.04182426), (3, 0.04194105), (4, 0.3271752), (5, 0.50564796)]",5
货后 人理,"[(0, 0.0557092), (1, 0.055708982), (2, 0.05592731), (3, 0.056302242), (4, 0.3817181), (5, 0.3946342)]",5
空调 人管,"[(0, 0.05661771), (1, 0.056648374), (2, 0.05661452), (3, 0.05661193), (4, 0.05661833), (5, 0.71688914)]",5
高空 安装费 管件 费用 建议,"[(0, 0.027983256), (1, 0.028002089), (2, 0.02798859), (3, 0.027984321), (4, 0.028110312), (5, 0.8599314)]",5
美的,"[(0, 0.08336209), (1, 0.08377795), (2, 0.08334437), (3, 0.08344221), (4, 0.0833469), (5, 0.5827265)]",5
美的 标志,"[(0, 0.05568999), (1, 0.055966195), (2, 0.055678364), (3, 0.42009997), (4, 0.055680323), (5, 0.35688514)]",3
空调 补贴 骗人 安装费 补贴,"[(0, 0.027800241), (1, 0.027836867), (2, 0.027790464), (3, 0.027789544), (4, 0.028099798), (5, 0.860683)]",5
订单 空调,"[(0, 0.055574484), (1, 0.055614013), (2, 0.055847295), (3, 0.05582917), (4, 0.055566546), (5, 0.72156847)]",5
发货 天才 发货,"[(0, 0.04169272), (1, 0.041686136), (2, 0.04231932), (3, 0.042299528), (4, 0.790136), (5, 0.041866317)]",4
外观 质量 费用,"[(0, 0.042368226), (1, 0.04218249), (2, 0.04336028), (3, 0.042109016), (4, 0.042328), (5, 0.787652)]",5
空调 师傅 美观,"[(0, 0.041674096), (1, 0.04169086), (2, 0.041791726), (3, 0.04166961), (4, 0.04167991), (5, 0.7914938)]",5
高空 安装费 牌子 空调,"[(0, 0.033338696), (1, 0.033385832), (2, 0.16888724), (3, 0.03364645), (4, 0.033455282), (5, 0.69728655)]",5
空调,"[(0, 0.08336857), (1, 0.08347765), (2, 0.08334411), (3, 0.08333864), (4, 0.083345145), (5, 0.5831259)]",5
上门 速度,"[(0, 0.055570517), (1, 0.36510065), (2, 0.056021854), (3, 0.056324586), (4, 0.05605957), (5, 0.4109228)]",5
小哥,"[(0, 0.083365664), (1, 0.08351951), (2, 0.08372532), (3, 0.083334774), (4, 0.58264667), (5, 0.08340806)]",4
空调 机架 商品质量,"[(0, 0.041842975), (1, 0.041863296), (2, 0.041796915), (3, 0.04200756), (4, 0.54478824), (5, 0.28770098)]",4
人员,"[(0, 0.08372408), (1, 0.083380364), (2, 0.08334957), (3, 0.08428714), (4, 0.08340848), (5, 0.58185035)]",5
安装费 乱收费,"[(0, 0.05555815), (1, 0.055564042), (2, 0.055558506), (3, 0.055558156), (4, 0.055585198), (5, 0.72217596)]",5
空调,"[(0, 0.08336858), (1, 0.083477944), (2, 0.08334411), (3, 0.08333864), (4, 0.08334515), (5, 0.5831256)]",5
补贴 套路 深价,"[(0, 0.04897152), (1, 0.048002124), (2, 0.047739368), (3, 0.047506705), (4, 0.047665082), (5, 0.76011515)]",5
声音,"[(0, 0.083760545), (1, 0.08410364), (2, 0.08334275), (3, 0.08337315), (4, 0.08333475), (5, 0.58208513)]",5
安装费 安装费,"[(0, 0.05555859), (1, 0.055570383), (2, 0.055559296), (3, 0.0555586), (4, 0.055612262), (5, 0.72214085)]",5
小哥,"[(0, 0.083365574), (1, 0.08351823), (2, 0.08369955), (3, 0.08333477), (4, 0.582674), (5, 0.08340784)]",4
效果 特差 冷暖 效果 特差,"[(0, 0.028109005), (1, 0.8589604), (2, 0.028663516), (3, 0.028088776), (4, 0.028087668), (5, 0.02809067)]",1
效果 房间,"[(0, 0.05564172), (1, 0.72090536), (2, 0.0555761), (3, 0.055565353), (4, 0.055559438), (5, 0.056752045)]",1
风速,"[(0, 0.5831336), (1, 0.08337304), (2, 0.08337323), (3, 0.08337322), (4, 0.08337338), (5, 0.08337352)]",0
噪音 暖风,"[(0, 0.05604659), (1, 0.41496328), (2, 0.055595353), (3, 0.055651195), (4, 0.055599514), (5, 0.3621441)]",1
发货 师傅,"[(0, 0.05556505), (1, 0.05559167), (2, 0.05743925), (3, 0.057195846), (4, 0.056499593), (5, 0.7177086)]",5
浪费时间,"[(0, 0.08805642), (1, 0.08791077), (2, 0.08731799), (3, 0.08731371), (4, 0.5620577), (5, 0.08734343)]",4
大热天 浪费时间,"[(0, 0.05733228), (1, 0.056906532), (2, 0.0567813), (3, 0.056756057), (4, 0.7154599), (5, 0.05676391)]",4
噪音 冷风,"[(0, 0.055683453), (1, 0.05628989), (2, 0.05557057), (3, 0.055600405), (4, 0.05557228), (5, 0.72128344)]",5
热天,"[(0, 0.08348617), (1, 0.08348467), (2, 0.083485566), (3, 0.083485425), (4, 0.58255774), (5, 0.08350041)]",4
客服 差劲 气死,"[(0, 0.042301796), (1, 0.04188367), (2, 0.041843172), (3, 0.04214729), (4, 0.04194054), (5, 0.7898835)]",5
冷暖 效果 静音 效果,"[(0, 0.033387948), (1, 0.8332638), (2, 0.033333685), (3, 0.03333918), (4, 0.033333495), (5, 0.03334183)]",1
高空作业 费和 空调 架子,"[(0, 0.033412464), (1, 0.2484332), (2, 0.033385154), (3, 0.033384863), (4, 0.03338682), (5, 0.61799747)]",5
旧机 新机 师傅 电话,"[(0, 0.033355158), (1, 0.033356026), (2, 0.03335036), (3, 0.43301547), (4, 0.0334294), (5, 0.43349355)]",5
礼拜 空调,"[(0, 0.05560888), (1, 0.41386956), (2, 0.055593144), (3, 0.05558958), (4, 0.055593923), (5, 0.3637449)]",1
质量,"[(0, 0.08345012), (1, 0.08336522), (2, 0.5824712), (3, 0.08358753), (4, 0.083625406), (5, 0.08350054)]",2
人员 客服,"[(0, 0.05566679), (1, 0.055616368), (2, 0.05558572), (3, 0.0562577), (4, 0.055800922), (5, 0.72107244)]",5
电机 异响,"[(0, 0.055676065), (1, 0.72186273), (2, 0.055611115), (3, 0.055621363), (4, 0.055617176), (5, 0.055611495)]",1
产品 卖家 垃圾,"[(0, 0.041717816), (1, 0.04174328), (2, 0.48677298), (3, 0.04170989), (4, 0.041836806), (5, 0.3462192)]",2
服务质量,"[(0, 0.5821108), (1, 0.08333767), (2, 0.08414278), (3, 0.083337314), (4, 0.0833374), (5, 0.083734)]",0
售后 噪音,"[(0, 0.055709828), (1, 0.05565509), (2, 0.05559995), (3, 0.05565778), (4, 0.05572523), (5, 0.7216521)]",5
师傅 技术 职业道德,"[(0, 0.04413197), (1, 0.044131737), (2, 0.044155233), (3, 0.044185404), (4, 0.21403338), (5, 0.6093623)]",5
技术 空调,"[(0, 0.055566892), (1, 0.05559748), (2, 0.055565163), (3, 0.055623468), (4, 0.05560693), (5, 0.7220401)]",5
情况,"[(0, 0.58264315), (1, 0.08348882), (2, 0.0833447), (3, 0.083508), (4, 0.08358478), (5, 0.083430596)]",0
用户 凉快,"[(0, 0.0555742), (1, 0.05613674), (2, 0.055611517), (3, 0.055566303), (4, 0.38288307), (5, 0.39422816)]",5
外包装,"[(0, 0.08431967), (1, 0.08337266), (2, 0.083336785), (3, 0.5819511), (4, 0.083390914), (5, 0.083628885)]",3
噪音 售后 美的,"[(0, 0.04174308), (1, 0.041770484), (2, 0.041689143), (3, 0.041729487), (4, 0.041748144), (5, 0.7913196)]",5
小时 师傅 上门,"[(0, 0.041690588), (1, 0.04188466), (2, 0.041759152), (3, 0.04205039), (4, 0.041733824), (5, 0.7908814)]",5
售后,"[(0, 0.08347161), (1, 0.08359668), (2, 0.0834853), (3, 0.08362077), (4, 0.08394596), (5, 0.5818797)]",5
高层 工人,"[(0, 0.30917403), (1, 0.05573354), (2, 0.055730566), (3, 0.46789914), (4, 0.05573114), (5, 0.055731583)]",3
发货 客服,"[(0, 0.05555906), (1, 0.05560622), (2, 0.055973474), (3, 0.72086304), (4, 0.056003097), (5, 0.05599507)]",3
售后 糊涂 电话 干嘛 格力,"[(0, 0.030267248), (1, 0.03061398), (2, 0.030248918), (3, 0.030399518), (4, 0.22250177), (5, 0.6559686)]",5
漏水,"[(0, 0.083732225), (1, 0.08336752), (2, 0.08372804), (3, 0.083559304), (4, 0.08336786), (5, 0.58224505)]",5
速度 太慢,"[(0, 0.05555667), (1, 0.056739777), (2, 0.055979248), (3, 0.05655832), (4, 0.7194837), (5, 0.055682365)]",4
价保 原厂 延保 变相 降价 价保,"[(0, 0.18996452), (1, 0.024112735), (2, 0.024103496), (3, 0.024112528), (4, 0.024099758), (5, 0.71360695)]",5
降价 机器 上门 客服 体验,"[(0, 0.027848996), (1, 0.027810244), (2, 0.027871368), (3, 0.02801646), (4, 0.027977537), (5, 0.8604754)]",5
空调 物流 空调 安装费,"[(0, 0.03337918), (1, 0.033379696), (2, 0.033894986), (3, 0.033443194), (4, 0.033747304), (5, 0.8321556)]",5
人影 天气 降温,"[(0, 0.041877992), (1, 0.041905686), (2, 0.323023), (3, 0.04190592), (4, 0.04187941), (5, 0.509408)]",5
冷暖 效果 效果 静音 效果 师傅 不错,"[(0, 0.020943394), (1, 0.7708851), (2, 0.0210779), (3, 0.020874053), (4, 0.020938115), (5, 0.14528143)]",1
空调 电风扇,"[(0, 0.055721987), (1, 0.4332981), (2, 0.055705458), (3, 0.055701517), (4, 0.055706643), (5, 0.34386632)]",1
售后,"[(0, 0.08347158), (1, 0.08359659), (2, 0.08348526), (3, 0.08362067), (4, 0.0839426), (5, 0.58188325)]",5
礼拜 效率,"[(0, 0.055574678), (1, 0.7217401), (2, 0.055831525), (3, 0.055592928), (4, 0.055665284), (5, 0.055595443)]",1
价格 稳定 不爽,"[(0, 0.04193371), (1, 0.04184306), (2, 0.04320258), (3, 0.788508), (4, 0.042338945), (5, 0.042173672)]",3
质量,"[(0, 0.08345016), (1, 0.08336521), (2, 0.58247095), (3, 0.08358745), (4, 0.08362582), (5, 0.08350044)]",2
师傅 空调 铜管 老实 空调 空调,"[(0, 0.023823582), (1, 0.02383953), (2, 0.023819363), (3, 0.023817154), (4, 0.023822112), (5, 0.88087827)]",5
不冷 客服 冷不冷 空调,"[(0, 0.033662558), (1, 0.03368337), (2, 0.033668246), (3, 0.03376982), (4, 0.03372429), (5, 0.8314917)]",5
美的 空调 墙面 不稳 评论,"[(0, 0.028422246), (1, 0.6629506), (2, 0.02837857), (3, 0.02838892), (4, 0.02838087), (5, 0.2234788)]",1
空调 师傅 费用 京东,"[(0, 0.033344626), (1, 0.033378173), (2, 0.033428386), (3, 0.03340677), (4, 0.22902258), (5, 0.6374195)]",5
空调 师傅 窗台,"[(0, 0.04169906), (1, 0.041716896), (2, 0.041702386), (3, 0.041694604), (4, 0.04170518), (5, 0.7914819)]",5
美的 老客户 店铺 客服 工程师 细心 专业,"[(0, 0.33811587), (1, 0.020941736), (2, 0.020973323), (3, 0.16752781), (4, 0.110149704), (5, 0.3422916)]",5
力度 感觉 效果,"[(0, 0.78995556), (1, 0.04288754), (2, 0.041864887), (3, 0.04182714), (4, 0.041766535), (5, 0.041698366)]",0
师傅 专业 空调 外机 水面 正面,"[(0, 0.02396066), (1, 0.023968678), (2, 0.02396194), (3, 0.023962673), (4, 0.0239635), (5, 0.88018256)]",5
安装费 不合理 价格 品质,"[(0, 0.033385307), (1, 0.033377048), (2, 0.033700317), (3, 0.033390313), (4, 0.23772135), (5, 0.62842566)]",5
师傅 噪音,"[(0, 0.055676427), (1, 0.055590883), (2, 0.055575717), (3, 0.05558101), (4, 0.055582687), (5, 0.72199327)]",5
人员 空调 服务态度,"[(0, 0.041739363), (1, 0.041711416), (2, 0.041894466), (3, 0.04184756), (4, 0.041709192), (5, 0.791098)]",5
客服,"[(0, 0.083341435), (1, 0.083489634), (2, 0.08341716), (3, 0.58099973), (4, 0.084089175), (5, 0.08466286)]",3
师傅 胡乱,"[(0, 0.056609105), (1, 0.056612644), (2, 0.05662757), (3, 0.056611165), (4, 0.056636654), (5, 0.71690285)]",5
美的 空调 内机 漏水,"[(0, 0.033397797), (1, 0.033381224), (2, 0.03336612), (3, 0.033360686), (4, 0.033339098), (5, 0.83315504)]",5
师傅 时间 售后 电话,"[(0, 0.033345684), (1, 0.033404168), (2, 0.03343244), (3, 0.033417985), (4, 0.033441782), (5, 0.8329579)]",5
空调 窗户 人花 美的 收费,"[(0, 0.030498276), (1, 0.030128917), (2, 0.030071443), (3, 0.030071853), (4, 0.030099835), (5, 0.8491297)]",5
美的 高空 业费,"[(0, 0.0421853), (1, 0.042240527), (2, 0.042184755), (3, 0.042198528), (4, 0.042192042), (5, 0.78899884)]",5
安装费 高空作业,"[(0, 0.055628106), (1, 0.05562697), (2, 0.055561192), (3, 0.055560846), (4, 0.05559146), (5, 0.7220314)]",5
美的 品牌 饥饿,"[(0, 0.04289054), (1, 0.78417957), (2, 0.043112688), (3, 0.042911414), (4, 0.043165408), (5, 0.043740384)]",1
真牛,"[(0, 0.08356838), (1, 0.083567984), (2, 0.08356978), (3, 0.083623044), (4, 0.58210003), (5, 0.08357079)]",4
特惠 安装费 实体店,"[(0, 0.04173192), (1, 0.041832197), (2, 0.0417271), (3, 0.041728593), (4, 0.5424529), (5, 0.29052734)]",4
价格 价格,"[(0, 0.055648897), (1, 0.055609606), (2, 0.7214649), (3, 0.055659365), (4, 0.055854682), (5, 0.05576257)]",2
外机 支架 收费 空调 摆件,"[(0, 0.02799406), (1, 0.02800168), (2, 0.027992293), (3, 0.027985098), (4, 0.028039437), (5, 0.85998744)]",5
空调 美的 服务态度 差劲,"[(0, 0.03334879), (1, 0.033395406), (2, 0.033464465), (3, 0.03338022), (4, 0.03335598), (5, 0.8330551)]",5
美的 空调 上门 上门,"[(0, 0.033342395), (1, 0.033396427), (2, 0.03337019), (3, 0.03334407), (4, 0.033392496), (5, 0.83315444)]",5
空调,"[(0, 0.08336857), (1, 0.08347766), (2, 0.08334411), (3, 0.08333864), (4, 0.083345145), (5, 0.5831259)]",5
空调 师傅 空调机 省事 窗户,"[(0, 0.3988705), (1, 0.027860451), (2, 0.027801553), (3, 0.027798835), (4, 0.027803514), (5, 0.48986512)]",5
师傅 性质 乱收费,"[(0, 0.042182963), (1, 0.0421846), (2, 0.042191498), (3, 0.04218391), (4, 0.042195685), (5, 0.7890613)]",5
商品 体验 感差,"[(0, 0.041949775), (1, 0.04186638), (2, 0.042016666), (3, 0.042054545), (4, 0.7901415), (5, 0.04197114)]",4
空调 时间 时间 售后 空调,"[(0, 0.027788565), (1, 0.027867181), (2, 0.027899384), (3, 0.0278641), (4, 0.027838774), (5, 0.860742)]",5
客服 天气,"[(0, 0.05555941), (1, 0.05564161), (2, 0.05563847), (3, 0.055998266), (4, 0.055779763), (5, 0.7213825)]",5
声音 效果 格力,"[(0, 0.041820724), (1, 0.42920575), (2, 0.041671135), (3, 0.04168042), (4, 0.041673426), (5, 0.40394855)]",1
开发票,"[(0, 0.5774855), (1, 0.084368505), (2, 0.08424383), (3, 0.08424293), (4, 0.08424714), (5, 0.085412085)]",0
服务态度 客户 薄弱 京东,"[(0, 0.03790586), (1, 0.037149206), (2, 0.037465423), (3, 0.03722497), (4, 0.39786923), (5, 0.4523853)]",5
安装费 报价 支架 报价 高空作业 费要,"[(0, 0.024417033), (1, 0.0244277), (2, 0.024408123), (3, 0.024571659), (4, 0.23189639), (5, 0.6702791)]",5
套路 价格 优惠券 降价 用券,"[(0, 0.02785003), (1, 0.027956663), (2, 0.3463973), (3, 0.027831057), (4, 0.027845576), (5, 0.5421194)]",5
商家 小时 客服,"[(0, 0.041691434), (1, 0.041886687), (2, 0.20141892), (3, 0.630587), (4, 0.04224609), (5, 0.0421699)]",3
空调 人员,"[(0, 0.055674247), (1, 0.055609535), (2, 0.05556326), (3, 0.05580911), (4, 0.055580128), (5, 0.72176373)]",5
空调 高空作业 前提 身体 外探 情况 平台 高空作业 高空作业 人员,"[(0, 0.43413275), (1, 0.015594349), (2, 0.0155739635), (3, 0.015628735), (4, 0.015708458), (5, 0.50336176)]",5
态度 友好 踢皮球 实质性 解决方案 小哥 师傅 气死 建议,"[(0, 0.016893698), (1, 0.57563573), (2, 0.017025335), (3, 0.016831191), (4, 0.017121207), (5, 0.3564928)]",1
人员 电话,"[(0, 0.05566479), (1, 0.055576824), (2, 0.055563428), (3, 0.055843383), (4, 0.055691898), (5, 0.7216597)]",5
客服,"[(0, 0.083341435), (1, 0.08348952), (2, 0.0834171), (3, 0.5810273), (4, 0.084088385), (5, 0.08463623)]",3
空调 空调,"[(0, 0.055575494), (1, 0.055637185), (2, 0.05556166), (3, 0.055558566), (4, 0.055562247), (5, 0.72210485)]",5
费用 架子 高空作业,"[(0, 0.041703627), (1, 0.041707307), (2, 0.04167167), (3, 0.041672923), (4, 0.041765384), (5, 0.79147905)]",5
京东 美的 售后 垃圾,"[(0, 0.033358335), (1, 0.0334276), (2, 0.03344216), (3, 0.03344601), (4, 0.2276282), (5, 0.63869774)]",5
空调 支架 空调 客户 房间,"[(0, 0.027813947), (1, 0.027829392), (2, 0.027782394), (3, 0.027780598), (4, 0.027849661), (5, 0.860944)]",5
发货,"[(0, 0.083337456), (1, 0.083357126), (2, 0.084868476), (3, 0.5806455), (4, 0.08413184), (5, 0.08365959)]",3
评价,"[(0, 0.08344932), (1, 0.08401164), (2, 0.084566936), (3, 0.58046997), (4, 0.08393518), (5, 0.083566934)]",3
空调 效果 效果 空调 师傅 空调 凉快,"[(0, 0.020878054), (1, 0.30489305), (2, 0.020840215), (3, 0.020838685), (4, 0.0208386), (5, 0.6117114)]",5
工程师,"[(0, 0.5829461), (1, 0.08338808), (2, 0.08349994), (3, 0.083388425), (4, 0.0833887), (5, 0.08338876)]",0
收费,"[(0, 0.08350657), (1, 0.083401725), (2, 0.08344938), (3, 0.08337144), (4, 0.083798856), (5, 0.582472)]",5
空调,"[(0, 0.08336874), (1, 0.08348741), (2, 0.08334414), (3, 0.083338656), (4, 0.08334518), (5, 0.5831159)]",5
人员,"[(0, 0.083724976), (1, 0.083380446), (2, 0.08334961), (3, 0.084337756), (4, 0.08340862), (5, 0.5817986)]",5
客服 人员 美的 售后,"[(0, 0.033376906), (1, 0.03340344), (2, 0.033354323), (3, 0.033549655), (4, 0.03344763), (5, 0.832868)]",5
花钱,"[(0, 0.08342607), (1, 0.08339231), (2, 0.08339267), (3, 0.0833926), (4, 0.083889), (5, 0.5825074)]",5
人员,"[(0, 0.08372367), (1, 0.08338033), (2, 0.08334956), (3, 0.08426732), (4, 0.08340842), (5, 0.58187073)]",5
京东 东西 发货 时间 师傅 服务态度 京东 东西,"[(0, 0.018527096), (1, 0.018558463), (2, 0.8159851), (3, 0.018626796), (4, 0.018893244), (5, 0.10940926)]",2
高空作业,"[(0, 0.083591715), (1, 0.08356157), (2, 0.083345495), (3, 0.08334549), (4, 0.08335912), (5, 0.58279663)]",5
付定金 下单 速度 不错 师傅 态度 漂亮 配件 价格 京东 客服 空调 国家 政策 国家 政策 国家 政策,"[(5, 0.9555765)]",5
电话 师傅 售后 师傅 空调,"[(0, 0.027788488), (1, 0.027803421), (2, 0.02779333), (3, 0.02779871), (4, 0.027843665), (5, 0.8609724)]",5
仓库 下单 错误 客户 核实 情况 混乱,"[(0, 0.021102382), (1, 0.020919632), (2, 0.020951634), (3, 0.020928675), (4, 0.8951257), (5, 0.020971961)]",4
拖拉 推卸责任,"[(0, 0.056779884), (1, 0.056777984), (2, 0.056784626), (3, 0.05706273), (4, 0.71507686), (5, 0.057517894)]",4
